frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,will_reoffend_same_violation,next_repeated_violation
7,2,5,1,12,0,4,0.75,1.4,0,Unexcused Tardiness/absence From Class
11,4,6,0,14,1,12,1.0,0.846,1,Unexcused Tardiness/absence From Class
18,3,6,1,24,1,15,0.5,1.125,1,Unexcused Tardiness/absence From Class
1,4,1,1,3,0,2,3.0,0.333,0,Unexcused Tardiness/absence From Class
18,1,5,2,28,1,11,0.25,1.5,1,Unexcused Tardiness/absence From Class
19,3,3,2,4,0,11,2.25,1.583,1,Unexcused Tardiness/absence From Class
3,1,7,1,18,0,15,0.5,0.188,1,Unexcused Tardiness/absence From Class
10,4,2,0,13,1,3,0.769,2.5,0,Unexcused Tardiness/absence From Class
18,5,4,2,5,0,14,2.8,1.2,0,Unexcused Tardiness/absence From Class
18,2,4,2,13,0,7,0.615,2.25,1,Unexcused Tardiness/absence From Class
5,0,1,2,21,1,8,0.048,0.556,1,Unexcused Tardiness/absence From Class
8,5,5,2,11,1,6,1.364,1.143,1,Unexcused Tardiness/absence From Class
18,2,1,2,22,1,12,0.227,1.385,1,Unexcused Tardiness/absence From Class
13,0,6,0,6,1,9,1.0,1.3,1,Unexcused Tardiness/absence From Class
12,1,0,1,9,0,1,0.222,6.0,1,Unexcused Tardiness/absence From Class
2,4,3,0,24,1,9,0.458,0.2,0,Unexcused Tardiness/absence From Class
14,1,7,1,9,0,1,1.0,7.0,0,Unexcused Tardiness/absence From Class
5,0,1,1,15,1,14,0.067,0.333,1,Unexcused Tardiness/absence From Class
9,5,8,2,25,1,9,0.72,0.9,0,Unexcused Tardiness/absence From Class
3,1,2,2,12,0,12,0.333,0.231,1,Unexcused Tardiness/absence From Class
12,1,6,0,12,0,3,0.667,3.0,1,Unexcused Tardiness/absence From Class
9,0,6,2,17,1,0,0.353,9.0,0,Unexcused Tardiness/absence From Class
20,5,8,0,20,0,12,0.9,1.538,1,Unexcused Tardiness/absence From Class
13,1,7,2,25,0,6,0.36,1.857,1,Unexcused Tardiness/absence From Class
13,2,5,0,4,0,12,2.25,1.0,1,Unexcused Tardiness/absence From Class
9,4,8,2,11,0,5,1.455,1.5,0,Unexcused Tardiness/absence From Class
11,2,1,1,26,0,6,0.192,1.571,1,Unexcused Tardiness/absence From Class
3,2,0,2,26,1,11,0.154,0.25,0,Unexcused Tardiness/absence From Class
12,5,0,2,29,0,6,0.345,1.714,0,Unexcused Tardiness/absence From Class
7,4,6,0,10,0,11,1.4,0.583,1,Unexcused Tardiness/absence From Class
10,5,1,0,30,1,9,0.367,1.0,1,Unexcused Tardiness/absence From Class
7,0,8,2,20,1,5,0.4,1.167,0,Unexcused Tardiness/absence From Class
6,2,0,2,23,1,5,0.174,1.0,0,Unexcused Tardiness/absence From Class
18,1,1,1,3,0,2,1.0,6.0,1,Unexcused Tardiness/absence From Class
11,0,3,0,30,1,6,0.1,1.571,1,Unexcused Tardiness/absence From Class
13,4,7,2,26,1,4,0.577,2.6,0,Unexcused Tardiness/absence From Class
17,1,1,0,26,1,10,0.115,1.545,1,Unexcused Tardiness/absence From Class
16,1,8,0,13,1,0,0.769,16.0,1,Unexcused Tardiness/absence From Class
4,4,3,0,27,0,8,0.407,0.444,0,Unexcused Tardiness/absence From Class
9,0,8,2,13,0,3,0.615,2.25,1,Unexcused Tardiness/absence From Class
9,5,5,1,18,1,10,0.833,0.818,0,Unexcused Tardiness/absence From Class
7,0,6,0,19,0,11,0.316,0.583,1,Unexcused Tardiness/absence From Class
19,2,6,1,5,0,0,2.0,19.0,0,Unexcused Tardiness/absence From Class
7,0,6,0,4,1,11,1.5,0.583,1,Unexcused Tardiness/absence From Class
20,0,1,0,30,1,15,0.033,1.25,0,Unexcused Tardiness/absence From Class
1,5,8,2,8,1,1,2.25,0.5,0,Unexcused Tardiness/absence From Class
17,2,1,2,24,1,5,0.208,2.833,1,Unexcused Tardiness/absence From Class
14,3,8,2,27,0,13,0.519,1.0,1,Unexcused Tardiness/absence From Class
16,2,2,0,14,1,6,0.429,2.286,0,Unexcused Tardiness/absence From Class
11,2,5,2,22,1,0,0.409,11.0,1,Unexcused Tardiness/absence From Class
18,2,8,0,19,1,9,0.632,1.8,0,Unexcused Tardiness/absence From Class
3,4,4,2,28,0,5,0.429,0.5,0,Unexcused Tardiness/absence From Class
1,2,0,0,14,1,4,0.286,0.2,1,Unexcused Tardiness/absence From Class
15,2,6,0,22,0,13,0.455,1.071,1,Unexcused Tardiness/absence From Class
20,0,0,0,22,1,6,0.0,2.857,1,Unexcused Tardiness/absence From Class
17,1,0,0,5,0,6,0.4,2.429,0,Unexcused Tardiness/absence From Class
12,0,8,2,6,1,4,1.333,2.4,0,Unexcused Tardiness/absence From Class
14,3,7,2,22,0,8,0.591,1.556,1,Unexcused Tardiness/absence From Class
3,3,2,1,19,0,4,0.421,0.6,0,Unexcused Tardiness/absence From Class
12,5,1,1,20,1,4,0.55,2.4,1,Unexcused Tardiness/absence From Class
4,4,1,2,24,1,15,0.375,0.25,1,Unexcused Tardiness/absence From Class
14,5,4,1,24,1,9,0.583,1.4,1,Unexcused Tardiness/absence From Class
20,0,0,0,14,0,6,0.0,2.857,1,Unexcused Tardiness/absence From Class
7,0,1,2,16,1,15,0.062,0.438,0,Unexcused Tardiness/absence From Class
8,5,8,0,4,1,12,4.5,0.615,1,Unexcused Tardiness/absence From Class
14,3,3,1,11,1,2,0.818,4.667,1,Unexcused Tardiness/absence From Class
16,0,7,2,15,0,4,0.467,3.2,1,Unexcused Tardiness/absence From Class
11,4,2,0,29,1,5,0.345,1.833,0,Unexcused Tardiness/absence From Class
4,4,0,1,5,0,9,1.6,0.4,1,Unexcused Tardiness/absence From Class
12,4,2,1,28,1,3,0.357,3.0,1,Unexcused Tardiness/absence From Class
15,0,6,1,14,1,15,0.429,0.938,1,Unexcused Tardiness/absence From Class
20,3,3,2,16,1,3,0.562,5.0,1,Unexcused Tardiness/absence From Class
17,1,3,0,19,1,5,0.263,2.833,0,Unexcused Tardiness/absence From Class
20,4,3,2,24,1,7,0.458,2.5,1,Unexcused Tardiness/absence From Class
13,2,7,2,17,0,5,0.647,2.167,1,Unexcused Tardiness/absence From Class
7,1,3,0,18,0,5,0.278,1.167,0,Unexcused Tardiness/absence From Class
3,4,8,0,25,0,0,0.64,3.0,0,Unexcused Tardiness/absence From Class
20,3,3,0,7,0,4,1.286,4.0,1,Unexcused Tardiness/absence From Class
13,0,4,1,19,1,10,0.211,1.182,1,Unexcused Tardiness/absence From Class
6,3,0,0,19,1,10,0.316,0.545,1,Unexcused Tardiness/absence From Class
13,2,2,0,21,0,5,0.286,2.167,0,Unexcused Tardiness/absence From Class
4,2,7,0,26,0,3,0.423,1.0,0,Unexcused Tardiness/absence From Class
5,3,8,0,16,0,9,0.875,0.5,0,Unexcused Tardiness/absence From Class
17,3,1,2,23,1,2,0.304,5.667,1,Unexcused Tardiness/absence From Class
11,1,1,0,24,1,15,0.125,0.688,1,Unexcused Tardiness/absence From Class
17,4,5,2,18,1,4,0.722,3.4,0,Unexcused Tardiness/absence From Class
11,5,7,2,9,0,3,1.889,2.75,0,Unexcused Tardiness/absence From Class
13,5,7,0,8,1,3,2.125,3.25,0,Unexcused Tardiness/absence From Class
13,1,7,1,8,0,11,1.125,1.083,1,Unexcused Tardiness/absence From Class
12,1,6,2,12,0,6,0.667,1.714,1,Unexcused Tardiness/absence From Class
16,2,1,2,25,1,6,0.2,2.286,1,Unexcused Tardiness/absence From Class
9,5,7,1,8,1,1,2.125,4.5,0,Unexcused Tardiness/absence From Class
1,0,2,0,7,1,9,0.286,0.1,1,Unexcused Tardiness/absence From Class
4,4,3,1,17,1,13,0.647,0.286,1,Unexcused Tardiness/absence From Class
17,1,8,0,18,0,6,0.556,2.429,1,Unexcused Tardiness/absence From Class
8,0,0,0,30,0,12,0.0,0.615,1,Unexcused Tardiness/absence From Class
3,4,4,0,26,1,14,0.462,0.2,1,Unexcused Tardiness/absence From Class
19,3,4,1,18,1,0,0.556,19.0,1,Unexcused Tardiness/absence From Class
5,5,3,0,9,1,14,1.444,0.333,1,Unexcused Tardiness/absence From Class
18,5,6,0,29,0,7,0.552,2.25,1,Unexcused Tardiness/absence From Class
8,1,3,2,11,1,5,0.455,1.333,0,Unexcused Tardiness/absence From Class
11,3,5,2,12,1,8,0.917,1.222,1,Unexcused Tardiness/absence From Class
2,3,5,1,3,0,3,3.667,0.5,1,Unexcused Tardiness/absence From Class
5,2,4,2,18,0,10,0.444,0.455,1,Unexcused Tardiness/absence From Class
4,2,5,2,29,0,9,0.31,0.4,1,Unexcused Tardiness/absence From Class
4,2,1,1,23,0,9,0.217,0.4,0,Unexcused Tardiness/absence From Class
18,1,1,0,27,1,10,0.111,1.636,1,Unexcused Tardiness/absence From Class
16,0,8,0,12,0,8,0.667,1.778,1,Unexcused Tardiness/absence From Class
13,5,1,2,7,0,0,1.571,13.0,0,Unexcused Tardiness/absence From Class
9,3,0,1,26,1,9,0.231,0.9,1,Unexcused Tardiness/absence From Class
6,0,5,0,7,1,1,0.714,3.0,0,Unexcused Tardiness/absence From Class
3,0,8,2,12,1,9,0.667,0.3,0,Unexcused Tardiness/absence From Class
1,3,0,1,25,1,11,0.24,0.083,1,Unexcused Tardiness/absence From Class
20,0,1,1,17,1,9,0.059,2.0,1,Unexcused Tardiness/absence From Class
8,3,1,1,17,1,11,0.412,0.667,1,Unexcused Tardiness/absence From Class
8,4,6,1,14,1,4,1.0,1.6,0,Unexcused Tardiness/absence From Class
8,5,1,1,23,1,3,0.478,2.0,0,Unexcused Tardiness/absence From Class
2,5,6,1,13,0,13,1.231,0.143,1,Unexcused Tardiness/absence From Class
15,4,4,2,21,1,12,0.571,1.154,0,Unexcused Tardiness/absence From Class
5,5,5,2,22,0,10,0.682,0.455,0,Unexcused Tardiness/absence From Class
8,1,3,0,17,0,13,0.294,0.571,1,Unexcused Tardiness/absence From Class
14,4,2,0,15,0,1,0.667,7.0,1,Unexcused Tardiness/absence From Class
8,3,8,0,29,0,5,0.483,1.333,0,Unexcused Tardiness/absence From Class
3,1,0,1,18,0,5,0.111,0.5,0,Unexcused Tardiness/absence From Class
7,2,2,2,24,1,2,0.25,2.333,0,Unexcused Tardiness/absence From Class
1,2,3,2,17,1,1,0.412,0.5,0,Unexcused Tardiness/absence From Class
2,3,4,0,22,0,1,0.455,1.0,1,Unexcused Tardiness/absence From Class
15,0,4,1,28,0,7,0.143,1.875,1,Unexcused Tardiness/absence From Class
4,2,4,1,16,0,1,0.5,2.0,0,Unexcused Tardiness/absence From Class
17,2,7,0,23,1,12,0.478,1.308,1,Unexcused Tardiness/absence From Class
10,4,3,0,13,0,0,0.846,10.0,1,Unexcused Tardiness/absence From Class
3,1,8,2,20,0,7,0.5,0.375,0,Unexcused Tardiness/absence From Class
10,4,1,2,29,0,15,0.31,0.625,1,Unexcused Tardiness/absence From Class
17,0,1,2,10,0,9,0.1,1.7,0,Unexcused Tardiness/absence From Class
5,4,3,0,24,1,6,0.458,0.714,0,Unexcused Tardiness/absence From Class
20,2,2,1,20,1,10,0.3,1.818,1,Unexcused Tardiness/absence From Class
3,3,3,1,18,0,8,0.5,0.333,0,Unexcused Tardiness/absence From Class
13,4,0,2,14,0,13,0.571,0.929,1,Unexcused Tardiness/absence From Class
17,3,8,1,26,0,15,0.538,1.062,1,Unexcused Tardiness/absence From Class
15,0,7,2,20,1,11,0.35,1.25,1,Unexcused Tardiness/absence From Class
11,5,1,1,26,0,11,0.423,0.917,1,Unexcused Tardiness/absence From Class
4,4,7,2,17,1,13,0.882,0.286,1,Unexcused Tardiness/absence From Class
16,5,8,1,30,1,6,0.6,2.286,0,Unexcused Tardiness/absence From Class
16,1,8,2,8,1,1,1.25,8.0,1,Unexcused Tardiness/absence From Class
10,3,6,0,11,1,2,1.091,3.333,1,Unexcused Tardiness/absence From Class
16,1,4,2,16,1,4,0.375,3.2,0,Unexcused Tardiness/absence From Class
12,1,4,0,22,1,15,0.273,0.75,1,Unexcused Tardiness/absence From Class
8,0,4,1,20,0,6,0.2,1.143,1,Unexcused Tardiness/absence From Class
6,4,1,2,13,0,1,0.692,3.0,0,Unexcused Tardiness/absence From Class
14,1,1,2,25,0,6,0.12,2.0,0,Unexcused Tardiness/absence From Class
9,3,3,2,25,1,14,0.36,0.6,0,Unexcused Tardiness/absence From Class
18,4,7,0,8,0,15,1.875,1.125,0,Unexcused Tardiness/absence From Class
15,0,4,0,28,0,4,0.143,3.0,1,Unexcused Tardiness/absence From Class
14,1,3,0,23,1,8,0.217,1.556,0,Unexcused Tardiness/absence From Class
20,4,4,1,27,0,5,0.444,3.333,1,Unexcused Tardiness/absence From Class
11,3,2,0,18,1,2,0.444,3.667,1,Unexcused Tardiness/absence From Class
5,2,2,1,11,1,14,0.545,0.333,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,3,6,1,13,1,13,0.923,0.786,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,2,5,2,25,0,13,0.36,0.357,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
4,0,0,2,6,1,8,0.0,0.444,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
2,3,5,1,8,0,5,1.375,0.333,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
10,4,3,1,17,1,5,0.647,1.667,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
16,2,2,2,4,1,4,1.5,3.2,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
18,0,5,1,6,0,4,0.833,3.6,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,3,1,0,12,0,8,0.583,1.222,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,1,8,2,25,0,5,0.4,2.333,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
6,4,5,0,3,1,5,4.333,1.0,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
16,2,5,1,11,0,13,0.818,1.143,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,1,8,2,21,1,2,0.476,3.667,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,2,8,2,29,1,4,0.414,1.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,0,4,0,23,1,10,0.174,0.273,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
19,5,0,0,29,0,9,0.345,1.9,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,1,4,0,23,0,9,0.261,0.7,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,4,4,1,16,0,6,0.75,1.714,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
9,2,3,2,18,1,15,0.389,0.562,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
6,2,4,1,9,0,1,0.889,3.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,5,6,2,15,1,9,1.067,2.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,4,8,1,22,1,9,0.727,1.2,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
9,3,2,0,23,1,1,0.348,4.5,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
8,1,7,0,6,1,1,1.5,4.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
15,4,2,2,27,0,4,0.37,3.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,0,3,0,16,0,9,0.188,1.2,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,1,4,0,5,1,8,1.2,1.889,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,0,5,2,23,1,12,0.217,0.923,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
6,2,3,1,23,1,0,0.304,6.0,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
15,1,5,2,7,0,15,1.0,0.938,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,1,1,1,14,1,7,0.214,0.875,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,5,2,2,21,0,9,0.571,0.5,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,1,2,1,16,0,0,0.25,3.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,5,1,2,28,0,4,0.393,0.6,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,3,4,1,26,0,4,0.385,4.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,4,3,1,28,0,13,0.393,1.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,0,8,1,18,0,14,0.444,0.067,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,5,4,1,28,0,13,0.5,1.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
10,3,8,2,26,0,8,0.538,1.111,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,4,4,2,6,1,6,2.0,0.714,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
13,0,6,0,7,0,0,0.857,13.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
9,5,5,0,21,0,9,0.714,0.9,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,5,7,1,28,1,14,0.607,0.2,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
13,2,5,1,9,1,15,1.0,0.812,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
15,1,0,0,17,0,14,0.118,1.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,4,4,1,23,1,11,0.522,0.417,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,0,8,2,14,0,3,0.571,1.25,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,1,1,2,20,1,13,0.15,0.357,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
8,2,6,2,22,0,4,0.455,1.6,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,1,3,2,9,1,0,0.556,7.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
8,1,6,2,5,1,11,1.6,0.667,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
4,5,1,0,28,0,6,0.393,0.571,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,2,0,2,24,0,3,0.167,1.75,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,3,5,2,23,0,12,0.478,1.077,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,0,5,1,22,0,1,0.227,8.5,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,4,4,1,21,0,15,0.571,0.312,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
10,2,1,2,20,0,14,0.25,0.667,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
19,5,3,0,3,1,4,4.333,3.8,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,1,2,1,3,1,3,1.333,4.25,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
16,1,3,0,22,0,14,0.227,1.067,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
13,3,2,2,3,1,12,2.667,1.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
19,3,5,0,5,1,14,2.2,1.267,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
18,3,7,2,21,1,0,0.619,18.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,1,5,0,11,0,8,0.636,0.778,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,4,1,1,17,0,11,0.529,1.667,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
10,4,8,1,16,1,1,1.0,5.0,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
8,1,2,0,4,0,4,1.0,1.6,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,2,6,1,22,0,5,0.455,1.833,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,3,4,2,18,0,3,0.556,0.25,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,3,3,1,11,1,6,0.818,2.429,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,2,1,2,26,0,11,0.192,0.083,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,5,5,2,20,0,6,0.75,0.143,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
16,3,4,1,23,1,4,0.435,3.2,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
4,4,1,2,25,1,6,0.36,0.571,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
10,4,6,0,11,1,14,1.273,0.667,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
19,3,1,1,19,1,0,0.368,19.0,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
8,5,3,2,3,0,11,4.333,0.667,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,4,2,0,27,0,2,0.37,4.667,1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
6,4,5,0,21,0,2,0.619,2.0,0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
