frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,next_repeated_violation
11,4,4,1,24,0,15,0.5,0.688,Unexcused Tardiness/absence From Class
6,3,4,1,7,0,3,1.429,1.5,Unexcused Tardiness/absence From Class
18,2,2,1,26,0,15,0.231,1.125,Unexcused Tardiness/absence From Class
19,2,8,1,14,0,9,0.857,1.9,Unexcused Tardiness/absence From Class
12,4,8,0,30,1,8,0.533,1.333,Unexcused Tardiness/absence From Class
1,1,6,2,17,0,12,0.471,0.077,Unexcused Tardiness/absence From Class
12,1,2,0,19,1,9,0.211,1.2,Unexcused Tardiness/absence From Class
13,1,2,2,14,0,12,0.286,1.0,Unexcused Tardiness/absence From Class
10,1,4,0,6,0,2,1.0,3.333,Unexcused Tardiness/absence From Class
5,0,3,1,16,0,6,0.188,0.714,Unexcused Tardiness/absence From Class
14,0,1,1,3,1,15,0.333,0.875,Unexcused Tardiness/absence From Class
20,0,0,2,28,1,5,0.0,3.333,Unexcused Tardiness/absence From Class
6,4,3,2,13,0,13,0.846,0.429,Unexcused Tardiness/absence From Class
14,2,5,2,25,0,0,0.36,14.0,Unexcused Tardiness/absence From Class
14,3,1,1,27,0,11,0.259,1.167,Unexcused Tardiness/absence From Class
8,0,8,1,7,1,4,1.143,1.6,Unexcused Tardiness/absence From Class
1,2,5,0,14,1,2,0.643,0.333,Unexcused Tardiness/absence From Class
10,0,6,1,7,1,14,0.857,0.667,Unexcused Tardiness/absence From Class
19,3,3,2,24,0,5,0.375,3.167,Unexcused Tardiness/absence From Class
19,4,7,1,16,1,9,0.938,1.9,Unexcused Tardiness/absence From Class
12,1,7,1,23,0,2,0.391,4.0,Unexcused Tardiness/absence From Class
15,5,5,0,22,0,15,0.682,0.938,Unexcused Tardiness/absence From Class
2,0,1,1,6,1,0,0.167,2.0,Unexcused Tardiness/absence From Class
11,1,5,2,28,1,8,0.25,1.222,Unexcused Tardiness/absence From Class
15,0,3,1,5,0,0,0.6,15.0,Unexcused Tardiness/absence From Class
12,1,1,0,5,1,0,0.6,12.0,Unexcused Tardiness/absence From Class
20,1,3,1,12,0,6,0.417,2.857,Unexcused Tardiness/absence From Class
18,0,0,0,29,0,0,0.0,18.0,Unexcused Tardiness/absence From Class
17,5,1,1,11,1,4,1.0,3.4,Unexcused Tardiness/absence From Class
18,1,2,2,11,1,13,0.364,1.286,Unexcused Tardiness/absence From Class
4,4,5,0,4,0,9,3.25,0.4,Unexcused Tardiness/absence From Class
20,5,5,1,11,1,10,1.364,1.818,Unexcused Tardiness/absence From Class
16,0,5,1,3,1,4,1.667,3.2,Unexcused Tardiness/absence From Class
3,5,2,2,9,1,3,1.333,0.75,Unexcused Tardiness/absence From Class
16,0,3,0,20,0,8,0.15,1.778,Unexcused Tardiness/absence From Class
4,4,2,0,12,0,13,0.833,0.286,Unexcused Tardiness/absence From Class
16,4,5,2,25,1,12,0.52,1.231,Unexcused Tardiness/absence From Class
11,3,5,2,3,1,6,3.667,1.571,Unexcused Tardiness/absence From Class
3,2,3,1,14,1,10,0.5,0.273,Unexcused Tardiness/absence From Class
15,2,8,1,4,0,6,3.0,2.143,Unexcused Tardiness/absence From Class
11,2,1,2,15,1,14,0.333,0.733,Unexcused Tardiness/absence From Class
5,4,0,2,7,1,14,1.143,0.333,Unexcused Tardiness/absence From Class
9,0,6,0,18,1,3,0.333,2.25,Unexcused Tardiness/absence From Class
4,5,1,2,28,0,12,0.393,0.308,Unexcused Tardiness/absence From Class
19,3,7,2,19,1,5,0.684,3.167,Unexcused Tardiness/absence From Class
9,4,3,1,23,0,10,0.478,0.818,Unexcused Tardiness/absence From Class
20,0,5,1,15,1,3,0.333,5.0,Unexcused Tardiness/absence From Class
18,5,3,2,14,0,8,0.929,2.0,Unexcused Tardiness/absence From Class
2,4,8,2,8,0,10,2.0,0.182,Unexcused Tardiness/absence From Class
11,0,2,1,9,0,8,0.222,1.222,Unexcused Tardiness/absence From Class
16,1,6,2,16,1,3,0.5,4.0,Unexcused Tardiness/absence From Class
18,0,1,1,21,0,6,0.048,2.571,Unexcused Tardiness/absence From Class
15,5,8,0,25,0,3,0.72,3.75,Unexcused Tardiness/absence From Class
18,4,1,2,15,0,15,0.6,1.125,Unexcused Tardiness/absence From Class
14,1,8,0,18,1,0,0.556,14.0,Unexcused Tardiness/absence From Class
16,0,5,1,27,1,14,0.185,1.067,Unexcused Tardiness/absence From Class
9,5,0,2,23,0,1,0.435,4.5,Unexcused Tardiness/absence From Class
6,5,8,0,25,0,2,0.72,2.0,Unexcused Tardiness/absence From Class
20,2,8,1,14,0,9,0.857,2.0,Unexcused Tardiness/absence From Class
10,0,3,0,24,1,9,0.125,1.0,Unexcused Tardiness/absence From Class
2,1,5,2,10,0,8,0.7,0.222,Unexcused Tardiness/absence From Class
7,0,5,2,3,0,6,1.667,1.0,Unexcused Tardiness/absence From Class
6,0,2,1,5,1,0,0.4,6.0,Unexcused Tardiness/absence From Class
4,4,4,2,28,0,11,0.429,0.333,Unexcused Tardiness/absence From Class
10,4,0,0,15,1,7,0.533,1.25,Unexcused Tardiness/absence From Class
4,5,3,2,16,1,6,0.812,0.571,Unexcused Tardiness/absence From Class
3,1,2,1,25,1,7,0.16,0.375,Unexcused Tardiness/absence From Class
8,1,2,2,15,0,4,0.267,1.6,Unexcused Tardiness/absence From Class
11,1,4,2,5,0,6,1.2,1.571,Unexcused Tardiness/absence From Class
14,1,2,1,11,1,13,0.364,1.0,Unexcused Tardiness/absence From Class
9,4,0,0,19,1,7,0.421,1.125,Unexcused Tardiness/absence From Class
5,2,1,2,25,0,4,0.2,1.0,Unexcused Tardiness/absence From Class
16,4,5,1,18,1,14,0.722,1.067,Unexcused Tardiness/absence From Class
9,1,1,1,29,0,8,0.103,1.0,Unexcused Tardiness/absence From Class
4,4,8,1,4,0,11,4.0,0.333,Unexcused Tardiness/absence From Class
4,2,7,0,30,0,7,0.367,0.5,Unexcused Tardiness/absence From Class
13,2,2,1,26,0,12,0.231,1.0,Unexcused Tardiness/absence From Class
2,3,3,2,8,0,15,1.125,0.125,Unexcused Tardiness/absence From Class
1,2,2,2,4,0,15,1.5,0.062,Unexcused Tardiness/absence From Class
2,5,7,0,21,1,1,0.81,1.0,Unexcused Tardiness/absence From Class
4,4,1,1,4,0,12,2.25,0.308,Unexcused Tardiness/absence From Class
8,3,4,2,24,0,3,0.417,2.0,Unexcused Tardiness/absence From Class
7,1,0,2,30,0,0,0.067,7.0,Unexcused Tardiness/absence From Class
10,2,1,0,4,0,14,1.25,0.667,Unexcused Tardiness/absence From Class
17,0,6,0,16,1,4,0.375,3.4,Unexcused Tardiness/absence From Class
9,5,6,1,4,0,5,4.0,1.5,Unexcused Tardiness/absence From Class
2,2,1,1,18,0,9,0.278,0.2,Unexcused Tardiness/absence From Class
17,5,7,2,19,0,12,0.895,1.308,Unexcused Tardiness/absence From Class
9,3,3,0,25,0,6,0.36,1.286,Unexcused Tardiness/absence From Class
10,2,6,1,23,0,7,0.435,1.25,Unexcused Tardiness/absence From Class
1,4,8,2,28,1,8,0.571,0.111,Unexcused Tardiness/absence From Class
15,2,7,0,19,0,0,0.579,15.0,Unexcused Tardiness/absence From Class
2,3,0,0,22,1,3,0.273,0.5,Unexcused Tardiness/absence From Class
10,5,1,0,14,0,11,0.786,0.833,Unexcused Tardiness/absence From Class
20,3,3,0,4,1,15,2.25,1.25,Unexcused Tardiness/absence From Class
1,1,2,2,20,1,7,0.2,0.125,Unexcused Tardiness/absence From Class
10,4,7,0,16,1,7,0.938,1.25,Unexcused Tardiness/absence From Class
10,3,6,0,6,1,12,2.0,0.769,Unexcused Tardiness/absence From Class
18,1,7,1,4,1,8,2.25,2.0,Unexcused Tardiness/absence From Class
3,3,4,0,18,1,6,0.556,0.429,Unexcused Tardiness/absence From Class
10,2,4,1,13,1,11,0.615,0.833,Unexcused Tardiness/absence From Class
20,2,4,0,28,0,11,0.286,1.667,Unexcused Tardiness/absence From Class
12,5,3,2,24,0,7,0.542,1.5,Unexcused Tardiness/absence From Class
4,1,4,1,6,1,14,1.0,0.267,Unexcused Tardiness/absence From Class
6,2,7,0,27,1,9,0.407,0.6,Unexcused Tardiness/absence From Class
12,2,6,2,8,0,11,1.25,1.0,Unexcused Tardiness/absence From Class
11,0,7,0,16,0,12,0.438,0.846,Unexcused Tardiness/absence From Class
20,2,6,2,25,0,8,0.4,2.222,Unexcused Tardiness/absence From Class
19,4,0,2,19,0,2,0.421,6.333,Unexcused Tardiness/absence From Class
7,4,3,0,14,0,0,0.786,7.0,Unexcused Tardiness/absence From Class
2,0,8,1,16,0,5,0.5,0.333,Unexcused Tardiness/absence From Class
12,2,6,1,15,0,11,0.667,1.0,Unexcused Tardiness/absence From Class
8,3,3,1,10,0,2,0.9,2.667,Unexcused Tardiness/absence From Class
20,1,0,2,19,0,14,0.105,1.333,Unexcused Tardiness/absence From Class
14,4,6,1,3,1,10,4.667,1.273,Unexcused Tardiness/absence From Class
9,3,6,1,17,0,1,0.706,4.5,Unexcused Tardiness/absence From Class
6,1,6,0,5,1,10,1.6,0.545,Unexcused Tardiness/absence From Class
16,5,3,0,14,1,11,0.929,1.333,Unexcused Tardiness/absence From Class
14,3,4,1,7,1,2,1.429,4.667,Unexcused Tardiness/absence From Class
11,3,0,2,26,0,12,0.231,0.846,Unexcused Tardiness/absence From Class
14,1,1,2,22,1,8,0.136,1.556,Unexcused Tardiness/absence From Class
7,1,2,2,19,0,4,0.211,1.4,Unexcused Tardiness/absence From Class
20,4,2,2,26,0,10,0.385,1.818,Unexcused Tardiness/absence From Class
1,2,1,1,24,1,2,0.208,0.333,Unexcused Tardiness/absence From Class
1,0,5,2,16,1,8,0.312,0.111,Unexcused Tardiness/absence From Class
1,3,6,1,18,0,14,0.667,0.067,Unexcused Tardiness/absence From Class
9,2,1,1,17,1,1,0.294,4.5,Unexcused Tardiness/absence From Class
4,4,6,1,8,0,9,1.75,0.4,Unexcused Tardiness/absence From Class
18,3,2,0,30,1,3,0.267,4.5,Unexcused Tardiness/absence From Class
4,3,0,1,18,0,3,0.333,1.0,Unexcused Tardiness/absence From Class
12,3,0,0,15,1,6,0.4,1.714,Unexcused Tardiness/absence From Class
6,5,5,2,26,1,7,0.577,0.75,Unexcused Tardiness/absence From Class
5,4,3,1,29,0,8,0.379,0.556,Unexcused Tardiness/absence From Class
5,3,4,1,26,1,10,0.385,0.455,Unexcused Tardiness/absence From Class
8,2,6,2,13,1,1,0.769,4.0,Unexcused Tardiness/absence From Class
18,0,8,0,7,1,15,1.143,1.125,Unexcused Tardiness/absence From Class
6,4,4,0,25,1,10,0.48,0.545,Unexcused Tardiness/absence From Class
14,3,4,0,3,0,11,3.333,1.167,Unexcused Tardiness/absence From Class
11,5,6,1,15,1,15,1.067,0.688,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
19,3,2,0,8,1,5,1.0,3.167,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,5,4,0,3,1,12,4.667,0.231,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
16,0,6,0,16,0,6,0.375,2.286,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
13,4,1,2,20,1,14,0.45,0.867,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
9,4,6,0,25,1,0,0.56,9.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,4,1,2,17,0,15,0.529,0.688,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,1,0,1,30,0,14,0.067,0.067,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
10,5,7,0,24,0,14,0.708,0.667,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,4,7,0,8,1,5,1.875,2.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
13,0,1,0,22,1,12,0.045,1.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,5,0,1,8,1,7,1.25,1.75,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
13,4,2,0,9,0,1,1.111,6.5,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
16,1,7,1,5,1,12,1.8,1.231,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,1,5,1,24,1,2,0.292,2.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
6,4,5,1,25,0,13,0.52,0.429,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,3,4,1,14,0,15,0.714,0.062,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,3,6,1,6,1,0,2.0,7.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,3,1,0,23,1,2,0.304,4.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,2,8,0,3,1,0,4.0,12.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,2,5,0,26,1,8,0.346,1.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,3,3,1,13,0,7,0.692,0.125,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,2,0,1,7,0,13,0.571,0.857,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,4,6,2,30,0,6,0.467,0.714,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,4,5,1,5,0,8,2.6,0.111,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
8,5,4,1,18,0,14,0.778,0.533,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
10,3,5,0,29,0,11,0.379,0.833,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,5,8,1,27,1,5,0.667,0.167,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
15,0,2,0,10,1,1,0.2,7.5,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,2,1,1,9,0,9,0.556,2.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,5,4,1,27,0,5,0.519,2.833,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,2,0,0,12,1,6,0.333,2.429,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
2,2,6,2,20,1,6,0.5,0.286,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
15,2,6,2,19,1,3,0.526,3.75,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
8,2,4,2,25,0,3,0.32,2.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,4,1,2,14,1,3,0.643,3.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,3,3,0,23,0,3,0.391,1.25,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,2,5,0,9,0,10,1.0,0.636,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,5,7,0,10,1,9,1.7,1.7,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,1,1,0,16,0,6,0.188,2.857,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,1,3,0,18,1,7,0.278,0.875,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
4,1,8,0,16,1,7,0.625,0.5,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,2,2,1,19,0,0,0.316,3.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
5,5,6,2,21,1,6,0.762,0.714,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,3,0,2,3,0,15,2.0,0.688,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,0,3,0,5,0,11,0.6,1.667,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,2,3,1,19,1,15,0.368,0.75,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,3,4,1,27,1,6,0.37,1.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
6,2,4,0,10,1,1,0.8,3.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,4,4,0,19,1,5,0.632,2.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,1,8,1,29,1,14,0.345,1.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,4,6,0,9,1,10,1.556,1.273,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,4,6,1,21,1,10,0.667,1.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,0,3,0,22,0,3,0.136,3.5,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,3,7,0,26,1,15,0.5,0.438,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
2,4,5,2,7,1,5,1.857,0.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,1,8,0,21,0,5,0.476,2.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,2,0,2,18,0,11,0.222,0.917,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,5,1,1,10,0,1,1.1,5.5,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,3,0,1,17,0,8,0.353,0.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
2,4,1,2,9,1,11,1.0,0.167,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
9,1,0,0,17,1,7,0.118,1.125,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,0,1,0,29,0,1,0.034,5.5,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
4,2,3,2,22,1,4,0.318,0.8,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
16,4,4,0,16,0,5,0.75,2.667,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
17,5,0,0,18,1,2,0.556,5.667,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
18,4,0,0,17,0,13,0.471,1.286,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
19,4,4,0,3,0,1,4.0,9.5,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,5,0,2,11,1,6,0.909,1.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
20,4,6,2,28,0,10,0.5,1.818,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,2,7,2,14,1,13,0.786,0.786,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
11,4,7,1,25,0,9,0.6,1.1,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,0,7,1,9,0,10,0.778,1.273,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
2,2,6,1,3,1,12,3.333,0.154,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
9,4,4,0,13,0,6,0.923,1.286,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,5,2,1,30,0,5,0.4,1.167,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
12,1,2,2,25,0,5,0.16,2.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,4,2,2,8,0,12,1.25,1.077,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
2,4,6,2,22,0,6,0.636,0.286,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
14,5,5,1,26,1,5,0.577,2.333,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
13,0,5,1,26,1,6,0.192,1.857,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
6,5,4,1,12,0,10,1.167,0.545,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
1,3,0,1,18,0,6,0.333,0.143,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,0,5,2,23,0,7,0.217,0.375,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
4,1,7,0,21,0,8,0.429,0.444,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
7,0,1,0,4,1,0,0.25,7.0,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
3,5,1,0,29,1,6,0.379,0.429,"Wearing Inappropriate/incomplete Uniform (no Validated Id, Flat Shoes, Colored Pants, Colored T-shirt, No/old Socks)"
