student_id,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,avg_severity,is_major,no_violation_count,behavior_ratio,most_repeated_violation,will_reoffend_same_violation
S00377,2,1,1,1,5,0.75,1,11,0.111,Engaging in gambling,1
S00378,9,6,3,1,13,0.78,1,2,0.151,Membership in fraternities,1
S00379,2,1,1,0,5,0.63,1,0,0.317,Membership in fraternities,1
S00380,4,2,2,2,9,0.7,1,40,0.117,Stealing property,1
S00381,4,4,0,1,6,0.78,1,4,0.086,Bullying,1
S00382,8,6,2,3,16,0.98,1,35,0.183,Gross disrespect to authority,1
S00383,6,5,1,3,11,0.96,1,0,0.342,Bullying,1
S00384,2,2,0,2,8,0.78,1,3,0.039,Bullying,1
S00385,0,0,0,2,4,0.2,0,20,0.429,Public display of affection,0
S00386,8,6,2,2,11,0.63,1,14,0.339,Membership in fraternities,1
S00387,3,3,0,3,8,0.74,1,2,0.333,Engaging in gambling,1
S00388,5,1,4,1,9,0.5,0,111,0.768,Unexcused tardiness/absence from class,0
S00389,6,3,3,0,7,0.62,1,21,0.209,Gross disrespect to authority,1
S00390,5,2,3,1,9,0.87,1,31,0.335,Smoking/Vaping,1
S00391,5,2,3,2,10,0.85,1,1,0.075,Forgery,1
S00392,3,3,0,3,8,0.79,1,11,0.196,Engaging in gambling,0
S00393,5,2,3,0,9,0.45,0,186,0.485,Public display of affection,0
S00394,4,2,2,1,8,0.74,1,39,0.304,Cheating in examinations,0
S00395,4,0,4,2,10,0.24,0,66,0.764,Wearing inappropriate/incomplete uniform,1
S00396,8,5,3,3,16,0.75,1,21,0.102,Bullying,1
S00397,4,2,2,0,7,0.27,0,77,0.675,Unexcused tardiness/absence from class,0
S00398,7,5,2,1,11,0.65,1,20,0.201,Forgery,0
S00399,3,1,2,1,6,0.65,1,34,0.213,Engaging in gambling,1
S00400,2,1,1,1,5,0.79,1,31,0.067,Bullying,1
S00401,7,6,1,3,14,0.68,1,40,0.119,Membership in fraternities,1
S00402,1,1,0,2,8,0.29,0,123,0.496,Littering the campus,0
S00403,3,1,2,3,8,0.94,1,32,0.245,Smoking/Vaping,1
S00404,6,2,4,1,11,0.36,0,24,0.53,Use of foul language,0
S00405,4,3,1,0,7,0.67,1,0,0.325,Smoking/Vaping,1
S00406,9,6,3,0,10,0.81,1,19,0.235,Bullying,1
S00407,4,4,0,1,9,0.69,1,21,0.077,Extortion,1
S00408,4,1,3,2,11,0.35,0,84,0.426,Wearing inappropriate/incomplete uniform,0
S00409,2,2,0,0,7,0.22,0,125,0.466,Littering the campus,1
S00410,8,5,3,1,11,0.85,1,35,0.165,Membership in fraternities,1
S00411,4,2,2,0,8,0.79,1,23,0.039,Smoking/Vaping,1
S00412,8,6,2,2,12,0.85,1,12,0.084,Membership in fraternities,0
S00413,3,1,2,2,10,0.24,0,118,0.53,Unexcused tardiness/absence from class,0
S00414,5,2,3,0,8,0.71,1,8,0.188,Extortion,0
S00415,5,2,3,0,6,0.93,1,26,0.346,Stealing property,1
S00416,3,1,2,0,6,0.99,1,20,0.186,Extortion,1
S00417,4,4,0,3,9,0.96,1,10,0.067,Bullying,1
S00418,5,3,2,2,10,0.95,1,34,0.341,Engaging in gambling,0
S00419,5,5,0,3,13,0.8,1,3,0.261,Engaging in immoral conduct,0
S00420,5,5,0,0,8,0.63,1,32,0.24,Gross disrespect to authority,1
S00421,4,1,3,2,8,0.16,0,191,0.664,Littering the campus,0
S00422,6,5,1,2,11,0.76,1,2,0.138,Smoking/Vaping,0
S00423,3,2,1,2,6,0.32,0,49,0.501,Wearing inappropriate/incomplete uniform,0
S00424,6,3,3,2,11,0.71,1,33,0.191,Extortion,1
S00425,4,4,0,1,9,0.9,1,15,0.346,Cheating in examinations,1
S00426,4,3,1,2,9,0.82,1,29,0.246,Smoking/Vaping,1
S00427,3,2,1,2,6,0.35,0,117,0.53,Unexcused tardiness/absence from class,0
S00428,6,2,4,1,12,0.29,0,66,0.663,Use of foul language,1
S00429,3,3,0,3,8,0.79,1,6,0.214,Cheating in examinations,1
S00430,5,1,4,1,9,0.38,0,54,0.518,Use of foul language,1
S00431,7,4,3,0,10,0.94,1,25,0.154,Forgery,1
S00432,3,3,0,0,5,0.99,1,29,0.321,Vandalism,1
S00433,4,1,3,0,6,0.32,0,112,0.543,Wearing inappropriate/incomplete uniform,1
S00434,3,2,1,2,6,0.89,1,26,0.043,Membership in fraternities,1
S00435,6,2,4,1,9,0.35,0,30,0.789,Unexcused tardiness/absence from class,1
S00436,3,3,0,0,4,0.72,1,23,0.104,Extortion,1
S00437,5,5,0,2,11,0.75,1,27,0.173,Cheating in examinations,1
S00438,4,3,1,2,7,0.78,1,32,0.273,Forgery,1
S00439,5,3,2,3,11,0.89,1,1,0.293,Membership in fraternities,1
S00440,4,2,2,1,7,0.71,1,17,0.127,Forgery,0
S00441,4,2,2,1,10,0.75,1,13,0.033,Engaging in gambling,1
S00442,3,0,3,1,8,0.4,0,147,0.711,Wearing inappropriate/incomplete uniform,0
S00443,3,2,1,3,7,0.68,1,38,0.321,Gross disrespect to authority,1
S00444,2,2,0,3,6,0.96,1,14,0.17,Bullying,1
S00445,4,1,3,1,10,0.67,1,0,0.139,Membership in fraternities,1
S00446,2,2,0,2,6,0.85,1,39,0.333,Extortion,1
S00447,4,4,0,0,6,0.87,1,1,0.292,Engaging in immoral conduct,1
S00448,3,2,1,0,4,0.76,1,11,0.158,Engaging in gambling,0
S00449,5,2,3,0,8,0.85,1,23,0.192,Cheating in examinations,0
S00450,7,6,1,3,14,0.85,1,24,0.105,Forgery,1
S00451,5,2,3,2,11,0.25,0,133,0.604,Public display of affection,0
S00452,7,5,2,0,11,0.94,1,29,0.168,Bullying,1
S00453,8,5,3,2,14,0.9,1,34,0.101,Bullying,1
S00454,2,1,1,0,4,0.92,1,11,0.317,Engaging in immoral conduct,1
S00455,5,3,2,3,12,0.93,1,30,0.19,Gross disrespect to authority,1
S00456,0,0,0,2,5,0.34,0,44,0.575,Wearing inappropriate/incomplete uniform,0
S00457,5,2,3,1,8,0.65,1,30,0.253,Gross disrespect to authority,1
S00458,5,5,0,3,12,0.78,1,29,0.063,Gross disrespect to authority,1
S00459,7,5,2,0,10,0.68,1,16,0.305,Bullying,1
S00460,1,1,0,1,5,0.23,0,128,0.675,Wearing inappropriate/incomplete uniform,0
S00461,4,3,1,1,10,0.61,1,2,0.25,Bullying,1
S00462,6,5,1,2,9,0.99,1,14,0.256,Extortion,1
S00463,4,1,3,3,12,0.63,1,5,0.227,Vandalism,1
S00464,4,3,1,3,11,0.83,1,1,0.263,Smoking/Vaping,1
S00465,4,2,2,2,7,0.48,0,59,0.621,Public display of affection,0
S00466,6,2,4,1,8,0.25,0,24,0.551,Wearing inappropriate/incomplete uniform,0
S00467,4,2,2,2,7,0.86,1,17,0.303,Stealing property,1
S00468,1,0,1,1,3,0.23,0,71,0.789,Littering the campus,0
S00469,3,1,2,0,8,0.33,0,194,0.665,Use of foul language,0
S00470,1,1,0,3,6,0.74,1,4,0.085,Engaging in gambling,1
S00471,4,4,0,0,7,0.63,1,22,0.131,Smoking/Vaping,0
S00472,6,2,4,2,12,0.36,0,94,0.592,Littering the campus,1
S00473,7,4,3,3,15,0.99,1,37,0.024,Stealing property,1
S00474,1,0,1,1,7,0.21,0,172,0.757,Wearing inappropriate/incomplete uniform,0
S00475,4,0,4,2,7,0.5,0,148,0.731,Use of foul language,0
S00476,6,6,0,2,9,0.67,1,27,0.336,Bullying,1
S00477,3,1,2,1,6,0.76,1,34,0.025,Forgery,0
S00478,4,3,1,1,8,0.83,1,29,0.273,Membership in fraternities,1
S00479,2,1,1,1,8,0.37,0,196,0.635,Public display of affection,0
S00480,2,1,1,3,10,0.79,1,29,0.064,Extortion,1
S00481,6,3,3,0,7,0.7,1,11,0.316,Forgery,1
S00482,1,1,0,0,4,0.62,1,10,0.12,Extortion,1
S00483,3,2,1,1,9,0.11,0,35,0.606,Use of foul language,1
S00484,6,5,1,1,12,0.95,1,5,0.245,Stealing property,0
S00485,4,4,0,1,8,0.67,1,31,0.33,Bullying,1
S00486,5,5,0,1,9,0.98,1,35,0.109,Cheating in examinations,1
S00487,1,1,0,3,8,0.7,1,32,0.3,Extortion,1
S00488,6,3,3,0,7,0.69,1,30,0.211,Smoking/Vaping,1
S00489,1,0,1,0,2,0.43,0,93,0.767,Wearing inappropriate/incomplete uniform,0
S00490,4,0,4,0,7,0.21,0,110,0.435,Littering the campus,0
S00491,4,0,4,2,8,0.18,0,106,0.67,Wearing inappropriate/incomplete uniform,0
S00492,6,6,0,2,13,0.64,1,38,0.004,Engaging in immoral conduct,0
S00493,7,6,1,3,13,0.72,1,8,0.06,Smoking/Vaping,1
S00494,4,4,0,2,10,0.86,1,30,0.293,Extortion,1
S00495,1,1,0,1,4,0.71,1,38,0.012,Gross disrespect to authority,1
S00496,6,6,0,1,12,0.71,1,14,0.104,Forgery,1
S00497,2,1,1,0,3,0.8,1,8,0.022,Membership in fraternities,1
S00498,2,2,0,0,4,0.31,0,42,0.403,Use of foul language,1
S00499,3,2,1,3,9,0.94,1,1,0.106,Bullying,1
S00500,6,2,4,2,9,0.19,0,166,0.71,Use of foul language,0
S00501,8,6,2,2,13,0.64,1,23,0.308,Vandalism,1
S00502,3,1,2,2,10,0.65,1,14,0.303,Bullying,1
S00503,2,0,2,2,8,0.12,0,143,0.425,Use of foul language,0
S00504,4,1,3,0,6,0.92,1,3,0.169,Stealing property,1
S00505,3,3,0,2,10,0.98,1,15,0.308,Engaging in immoral conduct,0
S00506,6,5,1,0,11,0.81,1,18,0.309,Vandalism,0
S00507,3,2,1,1,8,0.96,1,37,0.058,Forgery,1
S00508,6,4,2,1,12,0.96,1,6,0.127,Forgery,1
S00509,3,2,1,2,10,0.19,0,196,0.584,Unexcused tardiness/absence from class,0
S00510,3,2,1,1,9,0.42,0,55,0.714,Littering the campus,1
S00511,3,1,2,0,8,0.34,0,60,0.502,Use of foul language,0
S00512,4,1,3,0,5,0.79,1,13,0.184,Cheating in examinations,1
S00513,2,1,1,1,7,0.71,1,27,0.008,Smoking/Vaping,1
S00514,4,3,1,3,12,0.9,1,25,0.225,Engaging in immoral conduct,1
S00515,0,0,0,1,4,0.3,0,188,0.78,Unexcused tardiness/absence from class,0
S00516,3,2,1,1,9,0.75,1,21,0.348,Stealing property,1
S00517,5,1,4,0,6,0.17,0,86,0.669,Public display of affection,0
S00518,5,2,3,2,9,0.13,0,69,0.715,Littering the campus,0
S00519,2,1,1,2,7,0.74,1,20,0.187,Engaging in gambling,1
S00520,4,4,0,0,9,0.8,1,40,0.103,Engaging in gambling,1
S00521,4,1,3,1,10,0.95,1,23,0.277,Stealing property,1
S00522,5,2,3,0,9,0.62,1,24,0.211,Engaging in immoral conduct,0
S00523,8,6,2,0,10,0.95,1,9,0.158,Smoking/Vaping,1
S00524,4,3,1,0,8,0.78,1,29,0.078,Cheating in examinations,1
S00525,7,4,3,0,9,0.61,1,24,0.021,Extortion,1
S00526,3,1,2,1,5,0.8,1,24,0.181,Forgery,1
S00527,5,5,0,0,8,0.75,1,7,0.128,Smoking/Vaping,0
S00528,4,1,3,0,8,0.38,0,101,0.41,Littering the campus,1
S00529,4,0,4,2,7,0.44,0,57,0.736,Public display of affection,0
S00530,8,5,3,2,13,1.0,1,19,0.175,Engaging in gambling,1
S00531,3,0,3,0,6,0.44,0,152,0.617,Wearing inappropriate/incomplete uniform,0
S00532,6,6,0,2,13,0.97,1,22,0.077,Smoking/Vaping,1
S00533,2,1,1,0,5,0.37,0,152,0.563,Public display of affection,0
S00534,6,3,3,2,9,0.63,1,18,0.07,Bullying,0
S00535,5,2,3,1,9,0.92,1,10,0.285,Stealing property,1
S00536,4,2,2,2,9,0.72,1,35,0.19,Engaging in immoral conduct,1
S00537,2,1,1,2,5,0.16,0,20,0.414,Littering the campus,0
S00538,8,5,3,1,11,0.88,1,11,0.094,Bullying,0
S00539,6,4,2,3,14,0.97,1,38,0.187,Bullying,1
S00540,7,4,3,3,15,0.89,1,13,0.249,Gross disrespect to authority,1
S00541,3,2,1,1,6,0.85,1,3,0.318,Stealing property,1
S00542,4,3,1,0,5,0.81,1,10,0.082,Forgery,1
S00543,3,2,1,2,9,0.99,1,14,0.345,Engaging in immoral conduct,1
S00544,6,6,0,0,8,0.94,1,3,0.319,Gross disrespect to authority,1
S00545,1,1,0,1,7,0.8,1,14,0.211,Forgery,0
S00546,5,3,2,2,11,0.9,1,20,0.271,Membership in fraternities,1
S00547,1,0,1,0,5,0.31,0,190,0.732,Wearing inappropriate/incomplete uniform,0
S00548,5,5,0,2,12,0.73,1,28,0.197,Smoking/Vaping,1
S00549,5,3,2,3,13,0.73,1,21,0.162,Forgery,1
S00550,6,4,2,0,9,0.74,1,39,0.328,Gross disrespect to authority,0
S00551,6,3,3,0,9,0.72,1,0,0.088,Extortion,1
S00552,7,6,1,3,12,1.0,1,17,0.169,Stealing property,0
S00553,4,2,2,2,9,0.35,0,154,0.548,Public display of affection,0
S00554,5,3,2,1,11,0.64,1,19,0.204,Bullying,1
S00555,6,3,3,0,7,0.73,1,1,0.07,Bullying,0
S00556,1,1,0,1,6,0.62,1,11,0.035,Cheating in examinations,1
S00557,3,0,3,1,5,0.34,0,99,0.483,Unexcused tardiness/absence from class,0
S00558,1,1,0,0,2,0.74,1,21,0.122,Bullying,1
S00559,5,3,2,0,10,0.81,1,36,0.054,Engaging in immoral conduct,0
S00560,6,5,1,1,8,0.95,1,12,0.242,Engaging in immoral conduct,1
S00561,5,2,3,1,8,0.23,0,87,0.657,Use of foul language,0
S00562,2,2,0,2,7,0.66,1,39,0.044,Gross disrespect to authority,1
S00563,2,2,0,1,7,0.43,0,151,0.622,Public display of affection,0
S00564,4,1,3,2,10,0.75,1,37,0.002,Extortion,0
S00565,2,1,1,0,4,0.96,1,17,0.209,Stealing property,1
S00566,3,2,1,0,5,0.18,0,176,0.614,Use of foul language,0
S00567,1,0,1,2,7,0.46,0,185,0.433,Public display of affection,0
S00568,1,0,1,0,4,0.49,0,22,0.707,Unexcused tardiness/absence from class,0
S00569,3,2,1,1,5,0.64,1,15,0.099,Stealing property,1
S00570,1,0,1,0,2,0.14,0,23,0.705,Unexcused tardiness/absence from class,1
S00571,3,3,0,2,6,0.93,1,7,0.243,Smoking/Vaping,1
S00572,3,2,1,2,8,0.33,0,151,0.634,Use of foul language,1
S00573,3,2,1,3,8,0.9,1,40,0.138,Smoking/Vaping,1
S00574,5,4,1,0,6,0.99,1,39,0.066,Bullying,1
S00575,6,2,4,1,12,0.5,0,104,0.646,Unexcused tardiness/absence from class,0
S00576,2,1,1,2,5,0.47,0,94,0.758,Public display of affection,0
S00577,4,1,3,0,9,0.44,0,70,0.685,Use of foul language,1
S00578,4,2,2,1,7,0.11,0,200,0.447,Use of foul language,0
S00579,6,3,3,2,9,0.88,1,2,0.031,Smoking/Vaping,1
S00580,6,6,0,2,11,0.89,1,34,0.301,Engaging in gambling,1
S00581,4,2,2,0,5,0.81,1,40,0.112,Forgery,0
S00582,0,0,0,0,5,0.29,0,195,0.539,Use of foul language,1
S00583,4,1,3,3,9,0.91,1,36,0.131,Cheating in examinations,1
S00584,5,2,3,0,9,0.42,0,71,0.481,Use of foul language,0
S00585,1,0,1,0,2,0.46,0,184,0.442,Littering the campus,0
S00586,9,6,3,0,13,0.71,1,12,0.329,Cheating in examinations,1
S00587,7,4,3,3,11,0.8,1,28,0.004,Gross disrespect to authority,0
S00588,2,0,2,2,5,0.36,0,152,0.722,Unexcused tardiness/absence from class,0
S00589,5,1,4,0,9,0.47,0,155,0.465,Littering the campus,0
S00590,0,0,0,0,1,0.17,0,74,0.457,Littering the campus,0
S00591,4,3,1,0,7,0.71,1,14,0.274,Stealing property,1
S00592,5,3,2,0,6,0.79,1,27,0.314,Engaging in gambling,1
S00593,5,4,1,3,12,0.89,1,38,0.204,Extortion,1
S00594,3,0,3,1,7,0.3,0,44,0.579,Unexcused tardiness/absence from class,0
S00595,7,6,1,0,10,0.79,1,28,0.193,Engaging in gambling,0
S00596,8,5,3,0,10,0.98,1,36,0.131,Bullying,1
S00597,5,2,3,1,10,0.71,1,7,0.203,Forgery,1
S00598,3,2,1,0,6,0.28,0,167,0.736,Use of foul language,0
S00599,3,0,3,1,5,0.5,0,141,0.434,Use of foul language,0
S00600,4,2,2,1,6,0.98,1,36,0.204,Forgery,0
S00601,1,1,0,2,4,0.93,1,15,0.043,Gross disrespect to authority,1
S00602,5,5,0,1,8,0.94,1,18,0.336,Extortion,0
S00603,2,1,1,2,8,1.0,1,26,0.231,Membership in fraternities,1
S00604,2,2,0,1,8,0.37,0,177,0.462,Public display of affection,0
S00605,2,0,2,1,6,0.11,0,42,0.764,Public display of affection,0
S00606,6,2,4,0,8,0.23,0,145,0.539,Wearing inappropriate/incomplete uniform,0
S00607,5,2,3,1,9,0.95,1,15,0.024,Membership in fraternities,0
S00608,2,2,0,2,9,0.48,0,85,0.43,Littering the campus,0
S00609,3,3,0,2,6,0.68,1,26,0.136,Engaging in immoral conduct,1
S00610,3,1,2,1,9,0.34,0,98,0.654,Use of foul language,0
S00611,8,6,2,1,11,0.8,1,20,0.149,Extortion,1
S00612,5,4,1,2,9,0.81,1,20,0.167,Gross disrespect to authority,0
S00613,7,6,1,3,11,0.96,1,17,0.126,Stealing property,0
S00614,3,0,3,0,5,0.22,0,71,0.487,Public display of affection,0
S00615,1,1,0,0,3,0.62,1,19,0.085,Stealing property,1
S00616,9,6,3,3,16,0.94,1,40,0.317,Membership in fraternities,0
S00617,6,3,3,2,11,0.91,1,13,0.29,Stealing property,1
S00618,4,2,2,1,8,0.42,0,199,0.427,Wearing inappropriate/incomplete uniform,0
S00619,7,4,3,1,10,0.91,1,20,0.072,Membership in fraternities,1
S00620,8,5,3,3,16,0.89,1,18,0.056,Cheating in examinations,1
S00621,2,1,1,1,4,0.32,0,20,0.504,Littering the campus,0
S00622,3,0,3,2,7,0.27,0,68,0.654,Unexcused tardiness/absence from class,1
S00623,6,3,3,0,7,0.97,1,22,0.341,Cheating in examinations,1
S00624,3,2,1,1,6,0.25,0,164,0.452,Public display of affection,1
S00625,6,5,1,3,13,0.77,1,2,0.337,Engaging in gambling,1
S00626,4,3,1,1,7,0.67,1,27,0.129,Stealing property,1
S00627,5,5,0,0,7,0.77,1,28,0.252,Vandalism,0
S00628,6,2,4,2,13,0.22,0,20,0.707,Unexcused tardiness/absence from class,0
S00629,6,6,0,2,9,0.84,1,7,0.103,Forgery,1
S00630,4,1,3,0,7,0.88,1,38,0.236,Stealing property,1
S00631,9,6,3,1,11,0.79,1,20,0.121,Forgery,1
S00632,6,4,2,0,11,1.0,1,7,0.339,Stealing property,1
S00633,4,1,3,1,9,0.7,1,9,0.179,Forgery,0
S00634,9,6,3,0,11,0.83,1,37,0.346,Cheating in examinations,0
S00635,5,1,4,1,11,0.49,0,159,0.429,Littering the campus,0
S00636,5,1,4,1,9,0.49,0,74,0.634,Use of foul language,0
S00637,1,0,1,1,7,0.17,0,164,0.701,Unexcused tardiness/absence from class,1
S00638,5,4,1,1,9,0.69,1,15,0.135,Vandalism,1
S00639,3,2,1,1,8,0.28,0,195,0.62,Wearing inappropriate/incomplete uniform,1
S00640,6,6,0,3,14,0.92,1,6,0.339,Extortion,1
S00641,4,3,1,3,9,0.83,1,9,0.279,Engaging in immoral conduct,1
S00642,3,1,2,0,7,0.86,1,5,0.272,Forgery,0
S00643,7,6,1,3,12,0.88,1,14,0.316,Cheating in examinations,1
S00644,3,2,1,1,9,0.43,0,199,0.53,Use of foul language,0
S00645,4,2,2,1,7,0.89,1,15,0.083,Bullying,0
S00646,5,2,3,3,10,0.95,1,13,0.199,Forgery,1
S00647,4,2,2,0,8,0.63,1,12,0.282,Stealing property,1
S00648,2,2,0,2,9,0.71,1,28,0.092,Vandalism,1
S00649,9,6,3,0,14,0.67,1,12,0.273,Cheating in examinations,1
S00650,6,4,2,1,11,0.96,1,14,0.167,Gross disrespect to authority,1
S00651,5,1,4,1,11,0.1,0,93,0.574,Littering the campus,0
S00652,6,4,2,3,12,0.73,1,38,0.164,Smoking/Vaping,1
S00653,3,3,0,0,8,0.85,1,23,0.329,Engaging in immoral conduct,1
S00654,2,2,0,3,6,0.76,1,39,0.348,Smoking/Vaping,0
S00655,3,2,1,1,8,0.87,1,33,0.35,Stealing property,1
S00656,6,2,4,2,10,0.48,0,164,0.64,Use of foul language,0
S00657,3,1,2,1,5,0.45,0,186,0.473,Public display of affection,0
S00658,8,6,2,0,13,0.85,1,6,0.192,Engaging in gambling,1
S00659,3,1,2,0,4,0.3,0,88,0.462,Littering the campus,0
S00660,4,4,0,3,10,0.84,1,22,0.192,Cheating in examinations,1
S00661,3,1,2,0,8,0.81,1,4,0.062,Cheating in examinations,1
S00662,8,5,3,0,12,0.85,1,22,0.061,Stealing property,1
S00663,4,1,3,0,7,0.98,1,36,0.329,Extortion,0
S00664,8,5,3,1,10,0.67,1,22,0.268,Stealing property,1
S00665,4,3,1,3,9,0.88,1,34,0.048,Forgery,1
S00666,1,1,0,0,3,0.34,0,20,0.675,Public display of affection,0
S00667,3,2,1,2,9,0.18,0,59,0.5,Use of foul language,0
S00668,7,4,3,0,10,0.68,1,33,0.234,Extortion,1
S00669,6,4,2,1,11,0.65,1,16,0.281,Smoking/Vaping,1
S00670,3,1,2,1,9,1.0,1,11,0.177,Smoking/Vaping,1
S00671,9,6,3,0,10,0.84,1,30,0.188,Engaging in gambling,1
S00672,3,1,2,1,7,0.12,0,24,0.497,Public display of affection,0
S00673,5,5,0,0,7,0.81,1,24,0.28,Forgery,1
S00674,4,3,1,2,7,0.67,1,1,0.253,Membership in fraternities,0
S00675,2,1,1,0,7,0.69,1,23,0.294,Engaging in immoral conduct,1
S00676,1,1,0,0,3,0.21,0,106,0.712,Wearing inappropriate/incomplete uniform,0
S00677,5,1,4,2,9,0.35,0,173,0.748,Public display of affection,0
S00678,5,4,1,1,9,0.83,1,9,0.189,Forgery,0
S00679,5,5,0,3,12,0.76,1,36,0.26,Engaging in immoral conduct,0
S00680,3,1,2,2,10,0.2,0,185,0.791,Use of foul language,0
S00681,7,5,2,0,9,0.96,1,0,0.24,Smoking/Vaping,1
S00682,8,6,2,3,12,0.97,1,40,0.061,Membership in fraternities,1
S00683,4,4,0,3,10,0.62,1,34,0.005,Vandalism,0
S00684,3,3,0,0,7,0.89,1,39,0.347,Engaging in immoral conduct,1
S00685,7,5,2,2,14,0.85,1,18,0.181,Cheating in examinations,1
S00686,3,1,2,1,9,0.7,1,36,0.113,Membership in fraternities,0
S00687,8,6,2,0,11,0.71,1,6,0.177,Engaging in immoral conduct,0
S00688,3,2,1,2,10,0.25,0,164,0.636,Public display of affection,0
S00689,5,4,1,1,7,0.67,1,30,0.135,Extortion,1
S00690,5,5,0,1,9,0.63,1,7,0.019,Gross disrespect to authority,1
S00691,5,5,0,2,10,0.71,1,10,0.246,Gross disrespect to authority,1
S00692,9,6,3,2,16,0.87,1,24,0.227,Vandalism,1
S00693,6,4,2,1,9,0.87,1,23,0.089,Forgery,0
S00694,8,5,3,0,13,0.61,1,34,0.017,Extortion,1
S00695,6,6,0,2,12,0.77,1,14,0.099,Cheating in examinations,1
S00696,4,4,0,1,8,0.98,1,0,0.149,Bullying,1
S00697,5,2,3,3,13,0.83,1,33,0.15,Bullying,1
S00698,5,3,2,3,11,0.73,1,23,0.047,Gross disrespect to authority,1
S00699,5,2,3,0,7,0.85,1,31,0.102,Extortion,1
S00700,2,1,1,2,8,0.43,0,64,0.8,Unexcused tardiness/absence from class,0
S00701,1,0,1,0,4,0.16,0,175,0.738,Use of foul language,0
S00702,8,5,3,2,11,0.96,1,40,0.032,Vandalism,1
S00703,4,0,4,1,7,0.5,0,158,0.436,Littering the campus,0
S00704,5,1,4,2,10,0.49,0,49,0.603,Wearing inappropriate/incomplete uniform,0
S00705,1,1,0,0,5,0.69,1,2,0.043,Membership in fraternities,1
S00706,7,4,3,3,15,0.87,1,20,0.201,Stealing property,1
S00707,8,5,3,0,13,0.7,1,37,0.062,Extortion,0
S00708,7,6,1,0,12,0.93,1,21,0.291,Cheating in examinations,1
S00709,6,3,3,3,12,0.83,1,36,0.31,Extortion,0
S00710,6,2,4,0,10,0.26,0,79,0.517,Littering the campus,0
S00711,3,2,1,1,9,0.76,1,33,0.079,Bullying,1
S00712,4,1,3,0,6,0.33,0,147,0.691,Use of foul language,0
S00713,2,0,2,0,3,0.32,0,153,0.705,Unexcused tardiness/absence from class,0
S00714,4,1,3,1,9,0.41,0,114,0.736,Unexcused tardiness/absence from class,0
S00715,5,4,1,2,11,0.69,1,5,0.199,Extortion,0
S00716,1,1,0,1,6,0.11,0,190,0.704,Public display of affection,0
S00717,8,5,3,1,13,0.71,1,15,0.324,Forgery,1
S00718,1,1,0,2,6,0.84,1,3,0.092,Gross disrespect to authority,1
S00719,2,1,1,3,7,0.89,1,20,0.043,Engaging in immoral conduct,1
S00720,5,2,3,1,8,0.75,1,30,0.332,Engaging in gambling,0
S00721,3,1,2,0,7,0.81,1,19,0.096,Forgery,1
S00722,4,3,1,2,10,0.76,1,27,0.274,Stealing property,1
S00723,4,1,3,2,11,0.23,0,56,0.515,Unexcused tardiness/absence from class,0
S00724,1,1,0,0,3,0.92,1,1,0.057,Vandalism,1
S00725,9,6,3,0,11,0.87,1,3,0.312,Engaging in immoral conduct,1
S00726,3,1,2,0,7,0.42,0,24,0.8,Wearing inappropriate/incomplete uniform,0
S00727,0,0,0,2,7,0.24,0,137,0.434,Unexcused tardiness/absence from class,0
S00728,4,1,3,0,8,0.29,0,164,0.616,Public display of affection,0
S00729,0,0,0,2,3,0.22,0,130,0.744,Use of foul language,0
S00730,3,0,3,2,7,0.39,0,118,0.494,Wearing inappropriate/incomplete uniform,0
S00731,5,5,0,0,10,0.88,1,38,0.027,Stealing property,1
S00732,2,1,1,2,5,0.71,1,24,0.305,Forgery,1
S00733,7,6,1,1,13,0.86,1,33,0.176,Bullying,0
S00734,4,3,1,3,8,0.95,1,24,0.09,Engaging in immoral conduct,1
S00735,5,1,4,0,10,0.19,0,88,0.534,Littering the campus,1
S00736,3,1,2,3,9,0.63,1,8,0.128,Bullying,1
S00737,2,1,1,0,6,0.2,0,109,0.755,Wearing inappropriate/incomplete uniform,1
S00738,6,3,3,3,14,0.71,1,40,0.114,Forgery,1
S00739,5,4,1,2,9,0.63,1,9,0.043,Vandalism,1
S00740,5,5,0,2,12,0.7,1,21,0.175,Engaging in gambling,0
S00741,5,2,3,2,10,0.66,1,4,0.091,Extortion,1
S00742,4,3,1,0,5,0.87,1,33,0.154,Forgery,0
S00743,5,5,0,3,13,0.9,1,23,0.01,Cheating in examinations,0
S00744,5,5,0,3,10,0.92,1,31,0.197,Gross disrespect to authority,0
S00745,2,1,1,0,7,0.78,1,24,0.221,Smoking/Vaping,1
S00746,3,3,0,1,8,0.61,1,10,0.057,Vandalism,1
S00747,4,2,2,3,10,0.76,1,28,0.193,Engaging in immoral conduct,1
S00748,4,4,0,2,10,0.87,1,37,0.071,Engaging in gambling,0
S00749,4,0,4,0,9,0.14,0,107,0.726,Unexcused tardiness/absence from class,0
S00750,5,4,1,1,11,1.0,1,13,0.277,Smoking/Vaping,1
S00751,4,1,3,3,8,0.6,1,11,0.184,Cheating in examinations,1
S00752,6,2,4,0,11,0.36,0,78,0.622,Public display of affection,0
S00753,2,0,2,2,8,0.24,0,199,0.496,Littering the campus,0
S00754,2,2,0,2,8,0.49,0,82,0.702,Unexcused tardiness/absence from class,0
S00755,3,3,0,2,8,0.91,1,15,0.306,Gross disrespect to authority,1
S00756,5,2,3,0,6,0.77,1,32,0.233,Cheating in examinations,1
