student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio
S00270,Jumping over the fence,4,0,1,1,6,1,0.333,1,53,7.571
S00271,Engaging in trouble outside the campus endangering the name of school,1,1,0,0,2,1,0.183,1,97,32.333
S00272,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",1,3,1,1,6,1,0.533,1,40,5.714
S00273,"Cheating in examinations, projects, case reports and research papers of others",3,1,1,0,5,1,0.317,1,71,11.833
S00274,Verbal or physical altercation between students or group of students,5,0,1,1,7,1,0.367,1,43,5.375
S00275,Inciting others to violate school regulations or not to attend classes,2,0,0,1,3,1,0.2,0,65,16.25
S00276,Unauthorized use of information,3,0,0,1,4,1,0.233,0,70,14.0
S00277,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,1,0,1,5,1,0.333,0,59,9.833
S00278,Bringing dishonor to the name of school,5,2,1,0,8,1,0.483,0,27,3.0
S00279,Consistent violation of school rules and regulations,6,0,0,0,6,1,0.25,0,46,6.571
S00280,Circulating destructive language and statement that is against the school through any platform,4,0,1,1,6,1,0.333,1,48,6.857
S00281,Students/fellow students - Verbally/Written,6,1,0,0,7,1,0.35,1,39,4.875
S00282,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",3,0,1,1,5,0,0.25,1,67,11.167
S00283,Bullying (Cyber or otherwise) Faculty members/personnel,4,3,1,1,9,1,0.633,1,43,4.3
S00284,Real acts of threat (major/minor) that constitute incompatibility,5,3,1,1,10,1,0.667,1,6,0.545
S00285,Recruitment and/or membership in sororities and fraternities,6,2,1,1,10,1,0.6,1,39,3.545
S00286,Pushing of prohibited drugs,2,3,1,1,7,1,0.567,1,26,3.25
S00287,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,1,1,0,6,1,0.35,1,49,7.0
S00288,Bullying (Cyber or otherwise) Faculty members/personnel,1,0,1,1,3,1,0.233,0,84,21.0
S00289,Unauthorized use of information,5,0,0,0,5,1,0.217,0,57,9.5
S00290,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",5,0,1,1,7,0,0.317,0,36,4.5
S00291,Engaging in premarital sex,1,0,0,1,2,1,0.167,0,81,27.0
S00292,"Introduction of improper, foul or indecent language or gesture",4,2,0,1,7,1,0.467,0,36,4.5
S00293,Leaving the classroom without permission during class hour and school activity,3,1,1,0,5,1,0.317,1,54,9.0
S00294,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,5,2,0,0,7,1,0.417,0,47,5.875
S00295,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,1,0,6,0,0.233,0,53,7.571
S00296,Gaining access to the school computer or computer network,3,1,0,0,4,1,0.25,0,58,11.6
S00297,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,2,0,0,1,3,0,0.15,0,83,20.75
S00298,"A student caught lending, borrowing, using another person’s ID/SSP",1,0,3,1,5,0,0.317,1,72,12.0
S00299,Use of foul language,2,0,2,1,5,0,0.283,1,73,12.167
S00300,Extortion or blackmailing or attempt,2,0,0,1,3,1,0.2,0,81,20.25
S00301,Lack of respect to faculty/authority,1,2,0,1,4,1,0.367,0,59,11.8
S00302,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",5,0,2,1,8,0,0.383,0,32,3.556
S00303,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",2,0,1,1,4,0,0.217,0,77,15.4
S00304,Lack of respect to faculty/authority,6,3,1,1,11,1,0.7,0,16,1.333
S00305,Bullying (Cyber or otherwise) Faculty members/personnel,2,2,0,0,4,1,0.317,1,65,13.0
S00306,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,4,2,1,1,8,1,0.533,0,37,4.111
S00307,"Stealing property of the school, students, school personnel, and fellow students",1,2,1,0,4,1,0.35,1,82,16.4
S00308,Leaving the classroom without permission during class hour and school activity,2,3,1,0,6,1,0.483,1,47,6.714
S00309,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,2,1,1,0,4,1,0.283,0,74,14.8
S00310,Pushing of prohibited drugs,2,1,0,1,4,1,0.3,1,64,12.8
S00311,Forgery,3,3,0,0,6,1,0.45,1,46,6.571
S00312,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",1,1,0,0,2,1,0.183,1,93,31.0
S00313,"Possession or use of deadly weapons, explosives, prohibited drugs",6,2,1,1,10,1,0.6,0,26,2.364
S00314,Shoplifting,1,0,0,0,1,1,0.083,1,99,49.5
S00315,Engaging in premarital sex,2,2,1,0,5,1,0.383,1,74,12.333
S00316,"Grave threat on any student, personnel or administrator",2,3,1,1,7,1,0.567,1,46,5.75
S00317,Bringing dishonor to the name of school,5,3,0,1,9,1,0.6,1,30,3.0
S00318,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",1,0,0,1,2,0,0.117,0,80,26.667
S00319,Organizing of groups for purpose of destroying school properties,1,0,1,0,2,1,0.15,1,89,29.667
S00320,"Forging signatures of school authorities, parents, guardians or students",3,0,1,1,5,1,0.3,0,59,9.833
S00321,Membership in sororities and fraternities,1,3,1,1,6,1,0.533,1,55,7.857
S00322,Circulating destructive language and statement that is against the school through any platform,1,2,0,1,4,1,0.367,1,73,14.6
S00323,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",1,3,1,1,6,1,0.533,0,46,6.571
S00324,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",4,0,1,0,5,0,0.2,0,79,13.167
S00325,"Vandalism, destruction of school properties",4,0,1,1,6,1,0.333,0,41,5.857
S00326,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,3,1,1,10,1,0.667,0,6,0.545
S00327,Recruitment and/or membership in sororities and fraternities,3,3,1,0,7,1,0.517,1,55,6.875
S00328,Bringing dishonor to the name of school,1,3,1,0,5,1,0.45,1,69,11.5
S00329,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",3,1,0,0,4,1,0.25,1,71,14.2
S00330,"Littering the campus (candy wrappers, bottles, plastic materials)",6,0,0,0,6,0,0.2,0,52,7.429
S00331,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,2,3,1,1,7,1,0.567,1,45,5.625
S00332,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),5,3,0,1,9,1,0.6,1,15,1.5
S00333,Jumping over the fence,5,1,0,1,7,1,0.4,0,40,5.0
S00334,Forgery,5,2,1,1,9,1,0.567,1,20,2.0
S00335,Engaging in trouble outside the campus endangering the name of school,2,1,1,0,4,1,0.283,0,78,15.6
S00336,Membership in sororities and fraternities,2,0,1,0,3,1,0.183,0,75,18.75
S00337,Use of foul language,4,0,2,0,6,0,0.267,0,45,6.429
S00338,Colored dyed color/hair/beard,5,0,1,0,6,0,0.233,0,46,6.571
S00339,Use of foul language,5,0,3,1,9,0,0.45,1,37,3.7
S00340,Leaving the classroom without permission during class hour and school activity,2,2,1,0,5,1,0.383,1,55,9.167
S00341,Forgery,5,3,0,1,9,1,0.6,1,15,1.5
S00342,Conviction for a criminal offense by the administrator's judgment,5,1,0,1,7,1,0.4,0,42,5.25
S00343,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,2,0,1,6,1,0.433,1,52,7.429
S00344,Students/fellow students - Verbally/Written,5,2,1,0,8,1,0.483,1,28,3.111
S00345,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,6,1,0,0,7,1,0.35,1,33,4.125
S00346,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,0,0,1,2,1,0.167,1,86,28.667
S00347,Shoplifting,2,2,1,0,5,1,0.383,0,46,7.667
S00348,"Possession or use of deadly weapons, explosives, prohibited drugs",2,0,1,0,3,1,0.183,1,62,15.5
S00349,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",1,0,3,1,5,0,0.317,0,61,10.167
S00350,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",2,0,1,1,4,1,0.267,0,67,13.4
S00351,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,1,0,1,0,2,0,0.1,0,89,29.667
S00352,Students/fellow students - Physically,1,1,1,0,3,1,0.25,0,92,23.0
S00353,Indecency in media,3,0,3,1,7,0,0.383,0,59,7.375
S00354,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,0,1,6,0,0.25,0,46,6.571
S00355,Students/fellow students - Verbally/Written,2,1,0,0,3,1,0.217,1,73,18.25
S00356,Circulating destructive language and statement that is against the school through any platform,1,2,1,1,5,1,0.433,0,52,8.667
S00357,Wilful and malicious damage of the property of any member of school community,4,2,1,1,8,1,0.533,1,35,3.889
S00358,Jumping over the fence,6,3,1,1,11,1,0.7,1,7,0.583
S00359,Students/fellow students - Physically,6,1,0,1,8,1,0.433,1,34,3.778
S00360,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",3,0,1,0,4,0,0.167,0,59,11.8
S00361,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",6,1,1,1,9,1,0.5,1,31,3.1
S00362,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,4,0,3,0,7,0,0.333,1,64,8.0
S00363,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,6,1,1,1,9,1,0.5,1,24,2.4
S00364,Extortion or blackmailing or attempt,2,2,1,0,5,1,0.383,0,65,10.833
S00365,Lack of respect to faculty/authority,6,2,1,1,10,1,0.6,1,24,2.182
S00366,"Vandalism, destruction of school properties",4,3,0,0,7,1,0.483,1,35,4.375
S00367,Bringing outsiders to school for improper purpose,4,3,0,1,8,1,0.567,0,35,3.889
S00368,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",2,0,0,1,3,1,0.2,1,75,18.75
S00369,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",2,0,1,1,4,1,0.267,0,70,14.0
S00370,"Falsification of official documents, test papers, clearances and confidential",1,0,0,0,1,1,0.083,1,83,41.5
S00371,"Vandalism, destruction of school properties",1,0,0,1,2,1,0.167,0,84,28.0
S00372,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,0,1,0,2,1,0.15,1,90,30.0
S00373,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",5,2,1,1,9,1,0.567,0,41,4.1
S00374,Engaging in premarital sex,5,0,0,0,5,1,0.217,0,64,10.667
S00375,"Littering the campus (candy wrappers, bottles, plastic materials)",6,0,3,0,9,0,0.4,0,52,5.2
S00376,Wearing of improper and other colored PE uniforms,4,0,1,1,6,0,0.283,0,44,6.286
S00377,Bringing dishonor to the name of school,1,0,1,1,3,1,0.233,0,87,21.75
S00378,"Cheating in examinations, projects, case reports and research papers of others",4,1,0,0,5,1,0.283,0,57,9.5
S00379,"Possession or use of deadly weapons, explosives, prohibited drugs",5,1,0,1,7,1,0.4,1,61,7.625
S00380,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,1,1,1,1,4,1,0.333,0,62,12.4
S00381,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,2,0,1,6,1,0.433,1,41,5.857
S00382,Real acts of threat (major/minor) that constitute incompatibility,1,0,0,1,2,1,0.167,0,78,26.0
S00383,Engaging in any form of gambling,3,3,1,1,8,1,0.6,1,15,1.667
S00384,"Introduction of improper, foul or indecent language or gesture",5,2,1,1,9,1,0.567,1,21,2.1
S00385,Use of foul language,3,0,1,0,4,0,0.167,0,60,12.0
S00386,Promoting or participating in immoral/indecent conduct on or off campus,6,2,1,0,9,1,0.517,1,26,2.6
S00387,"Vandalism, destruction of school properties",6,1,0,0,7,1,0.35,0,41,5.125
S00388,Organizing of groups for purpose of destroying school properties,4,1,0,0,5,1,0.283,0,74,12.333
S00389,"Falsification of official documents, test papers, clearances and confidential",4,1,1,1,7,1,0.433,0,53,6.625
S00390,Verbal or physical altercation between students or group of students,4,1,0,0,5,1,0.283,1,50,8.333
S00391,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",1,0,0,1,2,0,0.117,0,75,25.0
S00392,Engaging in premarital sex,5,1,0,0,6,1,0.317,0,51,7.286
S00393,Shoplifting,1,3,0,0,4,1,0.383,1,53,10.6
S00394,Bullying (Cyber or otherwise) Faculty members/personnel,1,0,1,1,3,1,0.233,1,97,24.25
S00395,Verbal or physical altercation between students or group of students,3,1,1,0,5,1,0.317,0,71,11.833
S00396,Lack of respect to faculty/authority,4,0,0,1,5,1,0.267,0,52,8.667
S00397,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,3,0,2,0,5,0,0.233,1,45,7.5
S00398,Leaving the classroom without permission during class hour and school activity,1,0,0,0,1,1,0.083,0,100,50.0
S00399,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),1,0,0,0,1,1,0.083,1,89,44.5
S00400,Colored dyed color/hair/beard,4,0,1,1,6,0,0.283,1,64,9.143
S00401,Consistent violation of school rules and regulations,1,2,0,1,4,1,0.367,1,52,10.4
S00402,"Purchase, sale or distribution of alcoholic beverages or cigarettes",4,2,1,1,8,1,0.533,0,30,3.333
S00403,Lending/borrowing school ID as pass/for gate access,3,2,1,1,7,1,0.5,1,45,5.625
S00404,Students/fellow students - Verbally/Written,4,0,1,1,6,1,0.333,0,52,7.429
S00405,Use of foul language,3,0,1,0,4,0,0.167,0,63,12.6
S00406,Gaining access to the school computer or computer network,6,0,0,0,6,1,0.25,1,52,7.429
S00407,Shoplifting,3,2,0,0,5,1,0.35,0,46,7.667
S00408,"Falsification of official documents, test papers, clearances and confidential",4,0,0,1,5,1,0.267,0,55,9.167
S00409,Jumping over the fence,1,1,0,0,2,1,0.183,0,84,28.0
S00410,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",4,0,3,0,7,0,0.333,0,54,6.75
S00411,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,2,1,1,0,4,1,0.283,1,76,15.2
S00412,Engaging in trouble outside the campus endangering the name of school,4,3,1,0,8,1,0.55,1,23,2.556
S00413,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",6,0,0,0,6,0,0.2,1,30,4.286
S00414,Bringing outsiders to school for improper purpose,3,0,0,0,3,1,0.15,1,85,21.25
S00415,Gaining access to the school computer or computer network,4,0,0,0,4,1,0.183,0,67,13.4
S00416,Organizing of groups for purpose of destroying school properties,6,2,0,0,8,1,0.45,0,22,2.444
S00417,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",5,0,1,0,6,0,0.233,0,65,9.286
S00418,Colored nail polish,6,0,1,1,8,0,0.35,1,35,3.889
S00419,Verbal or physical altercation between students or group of students,3,2,0,0,5,1,0.35,0,68,11.333
S00420,"Shouting, yelling boisterously, jeering, dropping insults and other noises during class sessions, corridors, guidance and public places",2,0,2,1,5,0,0.283,0,65,10.833
S00421,Bringing dishonor to the name of school,4,0,0,0,4,1,0.183,0,84,16.8
S00422,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,2,0,2,0,4,0,0.2,0,89,17.8
S00423,Real acts of threat (major/minor) that constitute incompatibility,2,1,1,1,5,1,0.367,1,59,9.833
S00424,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,6,0,3,0,9,0,0.4,0,40,4.0
S00425,"Forging signatures of school authorities, parents, guardians or students",6,2,1,0,9,1,0.517,1,31,3.1
S00426,Recruitment and/or membership in sororities and fraternities,6,2,0,1,9,1,0.533,0,36,3.6
S00427,Bringing dishonor to the name of school,1,0,1,0,2,1,0.15,0,76,25.333
S00428,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",5,3,1,0,9,1,0.583,1,32,3.2
S00429,Real acts of threat (major/minor) that constitute incompatibility,1,1,0,0,2,1,0.183,0,93,31.0
S00430,Inciting others to violate school regulations or not to attend classes,2,3,0,0,5,1,0.417,1,40,6.667
S00431,Bringing outsiders to school during school function/activity,6,1,1,1,9,1,0.5,1,14,1.4
S00432,Gaining access to the school computer or computer network,4,2,1,0,7,1,0.45,1,22,2.75
S00433,Shoplifting,4,1,1,1,7,1,0.433,1,41,5.125
S00434,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",5,0,1,1,7,0,0.317,0,50,6.25
