V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,Age,Gender,Total_Incidents,Will_Reoffend
0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,3,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,1,3,0,1,0,0,0,1,0,1,0,0,2,1,2,0,4,1,0,1,1,14,0,51,0
1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,16,0,27,0
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,3,1,1,0,0,0,2,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1,31,0
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,16,1,29,0
0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,17,0,28,0
0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,14,0,29,0
0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,3,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,1,3,0,1,0,0,0,1,0,1,0,0,2,1,2,0,4,1,0,1,1,14,0,51,0
0,0,1,1,0,0,2,1,1,0,0,2,2,0,1,1,3,2,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,3,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,2,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,17,1,55,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,2,0,0,0,14,0,5,0
1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,17,0,36,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,2,0,0,0,14,0,30,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,1,0,0,1,3,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,0,0,2,14,1,9,1
0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,14,0,25,0
0,0,0,1,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,16,0,40,1
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,16,1,29,0
1,0,0,1,1,0,0,1,1,0,2,2,1,1,1,2,1,0,1,2,0,0,1,1,1,1,1,1,1,0,2,0,1,0,0,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,14,1,54,0
1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,2,1,0,1,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,3,0,1,2,1,0,0,1,0,0,1,2,0,2,0,1,0,1,1,1,0,17,0,45,1
0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2,0,3,0,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,2,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,14,1,55,0
0,0,2,0,0,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,3,0,3,0,1,1,1,1,1,2,1,0,0,1,0,2,2,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,1,15,0,53,1
0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,14,0,6,0
3,3,2,0,1,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,2,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,1,15,1,45,1
2,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14,1,28,0
2,1,0,2,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,17,0,6,1
0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,3,1,1,1,0,0,1,0,1,1,0,2,17,1,37,1
0,0,3,1,0,0,1,2,0,1,0,2,1,1,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,0,2,0,0,0,0,2,1,1,0,0,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,2,0,1,0,0,2,1,1,1,0,0,2,0,2,0,0,0,0,0,0,3,1,17,0,54,1
0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,3,0,1,0,1,1,1,0,0,0,0,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,2,0,0,2,1,16,0,44,1
0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,14,0,29,0
1,3,0,3,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,2,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,15,1,42,1
2,0,2,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,2,4,2,0,1,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,2,1,0,3,0,1,16,1,51,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,2,0,0,0,14,0,30,0
0,1,2,0,1,0,3,0,0,0,0,0,2,1,0,2,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,16,1,36,0
1,0,0,1,0,1,0,1,0,0,1,2,1,0,2,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,16,1,30,0
1,0,0,1,2,1,2,0,1,0,0,0,0,2,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,1,0,1,1,1,0,0,0,0,0,2,1,1,2,0,0,0,1,0,1,0,0,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,2,17,0,52,0
2,0,1,0,0,0,1,0,1,1,1,0,1,2,1,0,1,1,1,0,1,1,0,1,0,2,0,4,2,0,0,1,0,0,0,0,1,3,0,0,0,1,0,2,1,0,0,1,0,1,3,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,2,0,0,14,1,53,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,2,0,0,0,14,0,5,0
1,0,0,1,2,1,2,0,1,0,0,0,0,2,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,1,0,1,1,1,0,0,0,0,0,2,1,1,2,0,0,0,1,0,1,0,0,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,2,17,0,52,0
1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,2,0,0,0,2,0,2,0,2,1,2,1,2,1,0,0,1,1,1,1,2,2,2,2,1,0,0,0,1,1,1,0,0,0,2,1,1,1,0,0,0,1,1,1,0,0,1,1,0,2,1,0,3,0,1,0,0,1,2,1,0,1,2,16,0,63,1
0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,14,0,25,0
0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,1,2,2,0,0,0,1,1,0,1,0,2,0,0,2,1,0,16,0,8,1
0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,1,1,0,0,1,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,16,1,3,0
1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,16,0,27,0
2,1,0,1,0,1,2,0,0,2,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,1,2,0,0,2,0,1,3,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,2,1,0,0,0,0,14,0,46,1
0,0,1,1,0,1,0,0,0,0,3,2,0,1,0,0,1,0,1,2,0,0,0,1,1,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,3,2,2,0,1,1,0,0,1,0,0,2,1,0,0,2,2,0,2,1,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,3,1,0,1,0,0,16,0,54,1
0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,2,0,2,0,0,0,0,17,1,30,0
2,0,0,0,0,2,2,1,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,16,0,29,1
0,1,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,14,1,10,0
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,16,1,7,0
2,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2,0,0,0,0,0,2,0,0,1,2,1,1,0,1,1,1,3,0,0,0,2,0,0,0,0,0,1,0,15,1,1,1
1,1,0,0,0,1,0,1,0,2,0,0,2,1,0,1,0,1,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,16,1,7,1
0,0,0,0,0,1,0,1,1,0,0,3,2,0,0,0,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,1,1,0,1,1,17,0,4,0
1,0,0,1,2,1,2,0,1,0,0,0,0,2,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,1,0,1,1,1,0,0,0,0,0,2,1,1,2,0,0,0,1,0,1,0,0,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,2,17,0,52,0
2,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,2,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,17,1,37,0
1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,4,1,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,2,1,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,16,0,43,1
1,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,2,1,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,14,1,2,1
1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,16,1,32,0
0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2,0,3,0,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,2,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,14,1,55,0
2,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14,1,28,0
0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,2,0,1,0,2,1,1,1,0,0,0,2,1,2,0,1,0,2,1,1,1,0,1,1,0,1,2,0,1,0,0,0,0,3,1,1,4,0,1,0,0,16,1,53,1
0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,2,0,2,0,0,0,0,17,1,30,0
0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,14,0,29,0
0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,2,0,2,0,0,0,0,17,1,30,0
0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,2,0,1,0,2,1,1,1,0,0,0,2,1,2,0,1,0,2,1,1,1,0,1,1,0,1,2,0,1,0,0,0,0,3,1,1,4,0,1,0,0,16,1,53,1
0,1,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,14,1,10,0
0,0,0,1,1,0,0,0,0,1,2,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,2,0,3,1,0,0,1,2,1,0,1,0,0,0,1,0,2,1,1,1,1,0,0,0,2,1,1,1,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,16,0,47,1
3,3,2,0,1,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,2,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,1,15,1,45,1
0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2,0,3,0,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,2,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,14,1,55,0
1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,14,1,37,0
0,1,2,0,1,0,3,0,0,0,0,0,2,1,0,2,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,16,1,8,0
0,0,1,1,0,1,0,0,0,0,3,2,0,1,0,0,1,0,1,2,0,0,0,1,1,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,3,2,2,0,1,1,0,0,1,0,0,2,1,0,0,2,2,0,2,1,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,3,1,0,1,0,0,16,0,54,1
0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,2,0,2,0,0,0,0,17,1,30,0
1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,3,0,0,2,0,1,1,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,0,1,0,0,2,3,0,0,3,0,17,0,43,1
0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2,0,3,0,1,1,1,1,1,0,1,2,0,1,2,0,0,1,1,2,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,14,1,55,0
1,1,0,0,1,4,0,1,3,1,1,2,1,1,0,0,1,0,2,2,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,1,1,2,0,1,1,0,1,1,16,0,54,1
1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2,1,1,1,3,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,1,1,2,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,15,1,44,1
2,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14,1,28,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,2,0,0,0,14,0,30,0
1,2,0,0,0,2,0,0,2,1,0,1,0,0,0,0,2,1,0,0,0,2,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,3,3,0,1,0,0,0,0,2,2,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,2,0,2,0,2,0,0,1,1,1,0,0,0,1,1,0,1,1,17,0,52,1
1,0,1,1,0,1,0,1,0,0,2,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,5,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,17,0,33,1
0,0,1,1,0,0,2,1,1,0,0,2,2,0,1,1,3,2,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,3,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,2,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,17,1,55,1
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,16,1,29,0
